input_folder,embedding,model,experiment,fold,metric,value,model_class,summary_path,source_file
results/sciplex3_cv/max100,lpm,linear,linear_l1000,0,mmd_pca,3.588,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,0,mmd_rank_pca,0.4458,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,rmse_average,0.1255,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,rmse_rank_average,0.4919,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,cosine_pca_average,0.6036,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,cosine_rank_pca_average,0.4437,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,cosine_logfc,0.03962,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,cosine_rank_logfc,0.4582,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,r2_score_scores,-0.05018,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,top_k_recall_scores,0.0,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,mmd_pca,2.611,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,1,mmd_rank_pca,0.4715,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,rmse_average,0.1493,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,rmse_rank_average,0.4853,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,cosine_pca_average,0.5869,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,cosine_rank_pca_average,0.4717,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,cosine_logfc,0.03624,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,cosine_rank_logfc,0.4853,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,r2_score_scores,-0.05165,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,top_k_recall_scores,0.0,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,mmd_pca,3.251,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,2,mmd_rank_pca,0.4777,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,rmse_average,0.1415,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,rmse_rank_average,0.485,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,cosine_pca_average,0.6006,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,cosine_rank_pca_average,0.4175,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,cosine_logfc,0.04384,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,cosine_rank_logfc,0.4612,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,r2_score_scores,-0.05305,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,top_k_recall_scores,0.0,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,mmd_pca,2.987,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,mmd_rank_pca,0.437,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,rmse_average,0.02519,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,rmse_rank_average,0.3575,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,cosine_pca_average,0.8987,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,cosine_rank_pca_average,0.3564,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,cosine_logfc,0.289,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,cosine_rank_logfc,0.363,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,r2_score_scores,-0.1814,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,top_k_recall_scores,0.0,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,mmd_pca,2.06,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,mmd_rank_pca,0.3571,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,rmse_average,0.02437,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,rmse_rank_average,0.3552,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,cosine_pca_average,0.911,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,cosine_rank_pca_average,0.349,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,cosine_logfc,0.2947,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,cosine_rank_logfc,0.356,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,r2_score_scores,-0.1828,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,top_k_recall_scores,0.0,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,mmd_pca,2.025,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,mmd_rank_pca,0.3506,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,rmse_average,0.0231,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,rmse_rank_average,0.3978,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,cosine_pca_average,0.9236,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,cosine_rank_pca_average,0.397,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,cosine_logfc,0.32,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,cosine_rank_logfc,0.3461,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,r2_score_scores,-0.1877,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,top_k_recall_scores,0.0001587,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,mmd_pca,1.983,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,mmd_rank_pca,0.3933,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,rmse_average,0.02312,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,rmse_rank_average,0.3148,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,cosine_pca_average,0.924,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,cosine_rank_pca_average,0.2722,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,cosine_logfc,0.346,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,cosine_rank_logfc,0.303,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,r2_score_scores,-0.1839,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,top_k_recall_scores,0.0,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,mmd_pca,2.004,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,mmd_rank_pca,0.2697,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,rmse_average,0.0271,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,rmse_rank_average,0.3678,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,cosine_pca_average,0.8834,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,cosine_rank_pca_average,0.3742,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,cosine_logfc,0.2321,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,cosine_rank_logfc,0.3573,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,r2_score_scores,-0.06456,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,top_k_recall_scores,0.0,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,mmd_pca,2.177,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,mmd_rank_pca,0.3659,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,rmse_average,0.02668,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,rmse_rank_average,0.398,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,cosine_pca_average,0.8994,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,cosine_rank_pca_average,0.3906,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,cosine_logfc,0.2413,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,cosine_rank_logfc,0.3846,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,r2_score_scores,-0.06487,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,top_k_recall_scores,0.0,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,mmd_pca,2.141,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,mmd_rank_pca,0.3976,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,rmse_average,0.02658,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,rmse_rank_average,0.4266,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,cosine_pca_average,0.8917,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,cosine_rank_pca_average,0.4266,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,cosine_logfc,0.2183,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,cosine_rank_logfc,0.3697,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,r2_score_scores,-0.06572,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,top_k_recall_scores,0.0,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,mmd_pca,2.151,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,mmd_rank_pca,0.428,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,rmse_average,0.02512,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,rmse_rank_average,0.3181,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,cosine_pca_average,0.9107,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,cosine_rank_pca_average,0.2864,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,cosine_logfc,0.2789,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,cosine_rank_logfc,0.2882,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,r2_score_scores,-0.0634,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv,summary_tables/sciplex3_cv/sciplex3_cv_max100_lpm_per_fold.csv
